name,pay,age,nationality,shooting,passing,dribbling,Intercept,Stealing,goalkeeper_skill,team_position,team_jersey_number,value,club_name,
Diego Conde,1000,21,Spain,0,0,0,9,13,65,RES,30,675000,CD Leganes,
J. Gutierrez,750,18,Uruguay,55,65,61,46,51,0,RES,26,750000,UD Almeri≠a,
G. Bayrakdar,1000,18,Turkey,60,57,65,29,35,0,SUB,14,750000,Antalyaspor,
Joao Virgi≠nia,6000,20,Portugal,0,0,0,10,11,59,SUB,31,575000,Everton,
T. Bayliss,4000,21,England,51,63,70,56,54,0,RES,7,700000,Preston North End,
W. Geubbels,4000,18,France,62,53,63,21,19,0,RES,13,675000,AS Monaco,
J. Ponceau,3000,19,France,53,60,65,49,44,0,RES,37,700000,FC Lorient,
A. Trouillet,4000,19,France,48,63,69,57,54,0,SUB,27,675000,OGC Nice,
E. Abedini,1000,21,Kosovo,38,58,59,62,56,0,SUB,34,675000,FC Lugano,
M. Fri∏kji¶r-Jensen,2000,20,Denmark,55,59,66,52,49,0,LM,29,700000,Odense Boldklub,
C. Vidal,4000,20,France,32,41,44,67,66,0,SUB,27,650000,Montpellier HSC,
F. Bustamante,500,21,Argentina,54,51,69,42,46,0,SUB,18,700000,Club Atletico Tigre,
F. Valietti,2000,21,Italy,35,48,60,66,68,0,RES,3,650000,Genoa,
C. Sertel,5000,20,Turkey,31,47,57,71,71,0,RES,88,650000,Medipol Baaüakaüehir FK,
V. Boniface,850,19,Nigeria,63,49,66,19,16,0,SUB,8,700000,FK Bodi∏/Glimt,
M. Minchev,500,19,Bulgaria,62,54,63,23,34,0,RES,11,700000,Sparta Praha,
N. Guinness-Walker,1000,20,England,31,52,60,62,60,0,LWB,18,650000,AFC Wimbledon,
W. Coulibaly,1000,21,France,35,51,58,66,63,0,SUB,26,650000,Le Havre AC,
A. Stahl,2000,21,Romania,55,58,64,42,41,0,RES,77,700000,Astra Giurgiu,
B. Fazliji,2000,21,Switzerland,37,54,58,60,62,0,SUB,23,650000,FC St. Gallen,
A. Rouault,800,19,France,30,48,46,64,65,0,RES,24,650000,Toulouse Football Club,
Ramon Enri≠quez,1000,19,Spain,58,65,65,54,55,0,CDM,30,675000,Mi°laga CF,
A. Szalai,0,22,Hungary,29,51,31,65,59,0,0,0,0,0,
P. Bonet,500,17,DR Congo,0,0,0,13,12,64,RES,30,500000,Rennais,
Z. Giorgen,2000,20,Turkey,0,0,0,13,12,64,RES,30,575000,iáaykur Rizespor,
Juande,2000,20,Spain,31,43,47,68,66,0,RES,27,650000,Mi°laga CF,
Fidalgo,1000,21,Spain,36,45,59,68,70,0,SUB,31,650000,UD Logroi±es,
S. Tedic,2000,20,Serbia,63,47,58,19,17,0,SUB,18,725000,PEC Zwolle,
R. Poole,2000,22,Wales,31,55,58,64,62,0,RCB,5,600000,Milton Keynes Dons,
N. Ennis,11000,21,England,63,48,67,35,33,0,RES,33,675000,Wolverhampton Wanderers,
R. McCrorie,1000,22,Scotland,0,0,0,12,13,62,GK,1,525000,Livingston FC,
L. Southwood,2000,22,England,0,0,0,11,14,62,SUB,22,525000,Reading,
E. Sylisufaj,700,20,Sweden,65,48,62,24,16,0,RS,17,675000,Falkenbergs FF,
F. Ugrinic,2000,21,Switzerland,43,62,55,62,59,0,SUB,35,625000,FC Luzern,
S. Seedorf,2000,22,Netherlands,52,54,65,22,29,0,LW,17,650000,Motherwell,
Lui≠s Silva,1000,21,Portugal,35,46,51,64,63,0,SUB,33,600000,Os Belenenses,
Vi≠ctor Ferni°ndez,2000,22,Spain,60,57,69,31,29,0,SUB,11,650000,FC Viitorul,
S. Lusiusz,2000,20,Poland,50,57,63,63,55,0,RES,6,650000,Cracovia,
P. Ruiz,1000,21,Argentina,54,57,64,67,59,0,SUB,6,600000,Real Salt Lake,
F. Brignani,5000,22,Italy,30,35,46,68,63,0,RES,44,600000,Bologna,
L. Si∏rensen,2000,20,Denmark,50,62,59,64,64,0,SUB,18,625000,Milton Keynes Dons,
G. Johnston,2000,21,Scotland,33,48,58,65,63,0,SUB,14,600000,Feyenoord,
"L. D""Arrigo",500,18,Australia,46,60,61,63,59,0,CDM,27,575000,Adelaide United,
O. Siddiki,2000,22,Morocco,62,58,66,18,17,0,SUB,19,650000,UD Logroi±es,
iÅlex Domi≠nguez,1000,21,Spain,0,0,0,17,10,60,RES,30,525000,UD Las Palmas,
A. Buongiorno,5000,21,Italy,43,52,54,62,62,0,RES,99,600000,Torino,
A. Keita,1000,20,United States,27,49,48,64,61,0,SUB,30,600000,Columbus Crew SC,
O. Fernandez,1000,21,United States,52,59,65,48,46,0,SUB,21,650000,New York Red Bulls,
S. Naruse,750,19,Japan,39,50,66,64,63,0,RB,26,575000,Nagoya Grampus,
Andre Almeida,2000,20,Portugal,56,60,68,52,50,0,RES,70,650000,Vitoria Guimaraes,
Zubimendi,4000,21,Spain,54,62,60,54,48,0,RES,27,650000,Real Sociedad,
D. Ferni°ndez,2000,19,Argentina,30,44,53,64,66,0,RES,15,600000,Velez Sarsfield,
M. Mbaye,2000,22,Senegal,0,0,0,11,11,55,RES,51,525000,Porto,
I. Lihadji,3000,18,France,57,57,70,25,27,0,SUB,19,600000,LOSC Lille,
A. Kƒ±zƒ±ldag,2000,21,Turkey,37,46,51,66,62,0,SUB,4,600000,Genißlerbirligi SK,
M. Freites,2000,21,Argentina,55,59,62,47,55,0,RM,17,650000,Godoy Cruz,
J. Piquerez,500,21,Uruguay,54,58,63,42,38,0,LB,19,650000,Pei±arol,
F. Lando,3000,21,Argentina,47,53,59,65,62,0,SUB,36,600000,Independiente,
M. Enrique,2000,20,Argentina,54,61,63,63,61,0,RES,26,625000,Velez Sarsfield,
Guille Rosas,2000,20,Spain,34,47,56,66,68,0,RES,37,600000,Real Sporting de Gijon,
L. Brochero,2000,21,Argentina,65,52,69,33,27,0,RES,45,650000,Central Cordoba,
G. Papanikolaou,1000,21,Greece,47,62,65,50,52,0,SUB,15,650000,Rakow Czestochowa,
T. Awudu,2000,20,Ghana,64,56,63,22,21,0,SUB,27,675000,CF Fuenlabrada,
S. Ingelsson,3000,22,Sweden,54,63,65,56,52,0,RES,73,625000,Udinese,
C. Masterson,2000,21,Republic of Ireland,33,39,37,66,63,0,SUB,23,575000,Queens Park Rangers,
Aaron Rey,2000,22,Spain,53,63,68,41,46,0,RM,21,625000,CE Sabadell FC,
A. Dozzell,2000,21,England,59,65,69,49,43,0,CDM,23,625000,Ipswich Town,
B. Tabla,1000,21,Canada,58,59,72,43,24,0,RES,17,625000,Montreal Impact,
M. Feeney,2000,21,England,32,33,38,65,65,0,SUB,15,575000,Sunderland,
C. Styles,2000,20,England,57,61,68,55,49,0,RCM,4,625000,Barnsley,
Dany Mota,500,22,Portugal,58,57,66,24,29,0,SUB,47,625000,AC Monza,
U. Yuvakuran,7000,22,Turkey,0,0,0,12,13,60,SUB,97,500000,Beaüiktaaü JK,
M. Woud,0,21,New Zealand,0,0,0,13,13,60,0,0,0,0,
L. Zanimacchia,2000,21,Italy,67,57,65,31,30,0,RM,11,625000,Real Zaragoza,
A. Whiteman,7000,21,England,0,0,0,13,14,62,RES,41,500000,Tottenham Hotspur,
C. Oduor,2000,21,Kenya,41,56,65,62,55,0,SUB,22,575000,Barnsley,
Tachi,4000,22,Spain,29,42,46,66,65,0,RES,27,575000,Deportivo Alaves,
iÅngel,2000,22,Spain,35,51,59,64,65,0,SUB,12,575000,Albacete BP,
K. Nwakali,4000,22,Nigeria,62,60,72,51,43,0,RES,26,625000,SD Huesca,
J. Vollert,1000,22,Germany,41,56,58,64,59,0,RCB,5,575000,Hallescher FC,
S. Klaas,3000,22,Germany,41,63,71,34,31,0,SUB,26,625000,VfL Osnabruck,
A. Papadopoulos,900,20,Germany,27,47,58,64,62,0,LDM,8,600000,Hallescher FC,
Pelayo Sui°rez,2000,21,Spain,30,43,45,64,63,0,RES,34,575000,Real Sporting de Gijon,
K. de Boer,1000,20,Netherlands,43,66,61,54,50,0,SUB,14,600000,ADO Den Haag,
K. Bennetts,5000,21,England,59,58,68,50,43,0,RES,37,625000,Borussia Mionchengladbach,
Mario Herni°ndez,1000,21,Spain,31,45,36,69,66,0,RES,28,575000,Rayo Vallecano,
N. Di≠az,2000,21,Chile,25,48,60,65,63,0,SUB,4,575000,Mazatli°n FC,
A. Aleo,2000,22,Argentina,44,51,63,60,64,0,RES,32,575000,Argentinos Juniors,
V. Screciu,2000,20,Romania,34,56,55,65,62,0,SUB,6,600000,Universitatea Craiova,
T. Hamer,2000,20,England,41,51,56,62,60,0,RB,34,575000,Oldham Athletic,
K. Agudelo,6000,21,Colombia,58,61,69,46,48,0,RW,10,625000,Spezia,
F. Kaya,2000,20,Germany,62,44,66,20,19,0,SUB,9,650000,FC Ingolstadt 04,
E. Tallig,500,20,Germany,56,60,68,34,28,0,CAM,8,625000,TSV 1860 Munchen,
D. Dressel,500,21,Germany,54,61,63,53,49,0,LCM,14,625000,TSV 1860 Munchen,
J. aÅabojko,500,22,Poland,38,53,57,64,64,0,SUB,34,575000,Brescia,
O. Boussaid,3000,20,Belgium,56,61,72,34,46,0,RES,26,625000,FC Utrecht,
L. Diabyfadiga,1000,19,France,63,56,62,25,22,0,ST,9,625000,Paris FC,
G. Rutter,4000,18,France,63,54,65,22,17,0,RES,35,600000,Rennais,
R. Tugarev,500,21,Russia,59,62,59,48,57,0,SUB,67,625000,Lokomotiv Moscow,
L. Poreba,1000,20,Poland,43,54,60,62,58,0,RDM,8,600000,ZagaÇebie Lubin,
G. Ganea,2000,21,Romania,60,57,63,32,33,0,SUB,7,650000,FC Viitorul,
M. Neicu»õescu,1000,21,Romania,58,56,61,26,21,0,SUB,37,625000,Dinamo Bucureaüti,
A. Cordea,1000,21,Romania,52,58,62,37,38,0,SUB,25,625000,Academica Clinceni,
P. Keny,1000,21,Senegal,62,54,64,21,23,0,SUB,22,625000,La Berrichonne de Chi¢teauroux,
S. Voet,2000,20,Belgium,39,41,50,67,65,0,SUB,14,575000,KV Mechelen,
C. Kinsombi,2000,20,Germany,42,58,65,29,33,0,RM,11,625000,KFC Uerdingen 05,
Rui Pires,2000,22,Portugal,47,61,64,66,62,0,RES,20,625000,ESTAC Troyes,
V. Postolachi,2000,20,France,65,48,59,29,24,0,SUB,9,650000,Royal Excel Mouscron,
R. Rivas,500,20,Venezuela,45,59,63,58,55,0,RM,24,575000,Estudiantes de Merida,
F. de Keijzer,2000,20,Netherlands,0,0,0,14,11,61,RES,31,500000,FC Utrecht,
C. Dekuyper,2000,20,Belgium,40,57,61,66,61,0,SUB,26,600000,KSV Cercle Brugge,
Anderson Oliveira,2000,21,Brazil,58,52,71,31,33,0,SUB,17,625000,Portimonense SC,
P. Gueye,3000,20,Senegal,63,52,68,19,12,0,SUB,17,650000,KV Kortrijk,
E. Colley,8000,20,Gambia,66,46,63,14,17,0,RES,90,650000,Atalanta,
Lucas Felippe,4000,20,Brazil,53,64,65,55,53,0,SUB,18,625000,Hellas Verona,
I. Kestler,500,22,Argentina,65,35,65,17,12,0,SUB,39,650000,Club Atletico Tigre,
Jhonata Robert,2000,20,Brazil,55,57,68,28,28,0,SUB,13,625000,Famalicao,
A. Azhil,800,19,Germany,45,62,64,58,63,0,SUB,16,575000,RKC Waalwijk,
K. Bryan,5000,23,England,51,57,61,64,62,0,RES,29,550000,Sheffield United,
S. Vega,850,22,Colombia,26,49,62,65,64,0,SUB,28,525000,Millonarios FC,
T. Heintz,850,21,Norway,55,57,65,35,33,0,LM,14,600000,Sarpsborg 08 FF,
N. Rehnen,3000,23,Germany,0,0,0,9,8,63,SUB,33,475000,DSC Arminia Bielefeld,
W. Ji§i§skeli§inen,1000,21,Finland,0,0,0,15,13,62,GK,1,475000,Crewe Alexandra,
O. Gonzalez,1000,22,Cameroon,28,34,50,63,60,0,SUB,25,550000,FC Chambly Oise,
R. McKenzie,2000,21,England,36,52,52,63,62,0,SUB,14,550000,Gillingham,
Henrique Trevisan,2000,23,Brazil,30,42,40,71,62,0,SUB,17,550000,Famalicao,
Pedro Marques,2000,22,Portugal,28,38,49,66,63,0,RES,4,550000,FC Paißos de Ferreira,
M. Mangraviti,500,22,Italy,50,55,57,67,64,0,SUB,19,550000,Brescia,
R. Ziegele,3000,23,Germany,28,37,46,64,65,0,LCB,40,550000,Eintracht Braunschweig,
C. Pring,2000,22,England,46,55,61,59,58,0,SUB,23,525000,Portsmouth,
E. Torres,8000,22,Mexico,56,60,67,29,29,0,RES,49,600000,Guadalajara,
Dani Ci°rdenas,3000,23,Spain,0,0,0,13,12,55,RES,34,475000,Levante UD,
A. Jones,2000,22,England,29,50,54,63,61,0,SUB,15,550000,Hull City,
Pepe Mena,4000,22,Spain,51,61,59,69,65,0,RES,32,550000,Sevilla,
A. Akkaynak,900,21,Germany,51,62,65,55,47,0,RES,10,600000,Turkgucu Munchen,
M. Nazarit,1000,22,Colombia,29,33,45,62,60,0,SUB,5,550000,Nashville SC,
T. Muller,800,22,Germany,0,0,0,12,14,61,RES,32,475000,Hallescher FC,
H. Wright,3000,22,United States,62,51,59,20,18,0,RS,25,600000,Si∏nderjyskE,
A. Laukart,900,21,Germany,59,60,65,56,49,0,CAM,7,600000,Turkgucu Munchen,
M. Yƒ±lmaz,1000,21,Germany,46,52,66,59,60,0,RB,2,550000,Bayern Munchen II,
C. Whelan,2000,21,England,49,58,64,64,61,0,LCM,8,550000,Oldham Athletic,
O. Guißtekin,7000,21,Turkey,45,64,66,64,60,0,RES,40,550000,Fenerbahiße SK,
D. Mandroiu,600,21,Republic of Ireland,63,63,65,53,52,0,CAM,7,600000,Bohemian FC,
E. Ebosse,3000,21,France,35,51,60,64,60,0,SUB,6,550000,Angers SCO,
S. McLoughlin,2000,23,Republic of Ireland,31,49,54,64,63,0,SUB,17,550000,Hull City,
N. Bazan,500,21,Argentina,67,51,63,17,18,0,SUB,29,600000,Universidad Catolica del Ecuador,
M. Amundsen,2000,22,Denmark,47,53,63,59,57,0,LB,2,525000,Vejle Boldklub,
E. Zehir,3000,22,Germany,38,55,59,67,63,0,RES,31,550000,FC St. Pauli,
F. Dahmen,3000,22,Germany,0,0,0,12,11,60,SUB,37,475000,1. FSV Mainz 05,
C. McCowatt,0,21,New Zealand,62,60,60,58,38,0,0,0,0,0,
D. Wenzel-Halls,1000,22,Australia,64,48,64,15,13,0,ST,23,600000,Brisbane Roar,
D. Osei Yaw,2000,21,France,61,54,64,32,34,0,SUB,29,600000,Oxford United,
N. Alioui,2000,21,France,64,59,68,22,21,0,SUB,9,600000,Le Havre AC,
M. Lopez,1000,20,Peru,45,59,62,61,56,0,LB,27,550000,San Jose Earthquakes,
T. Suzuki,850,20,Japan,53,59,66,64,62,0,LM,28,600000,Shonan Bellmare,
M. Akißay,5000,22,Turkey,64,50,64,15,19,0,SUB,15,600000,MKE Ankaragucu,
A. Ra»õiu,2000,22,Romania,50,59,66,58,59,0,RCM,7,525000,ADO Den Haag,
B. Martis,2000,21,Curacao,39,50,61,64,62,0,SUB,41,550000,Sparta Rotterdam,
A. Szaëke,2000,22,Hungary,61,58,61,35,32,0,ST,17,600000,Heracles Almelo,
Joao Gonißalves,650,19,Portugal,0,0,0,10,10,67,SUB,99,450000,Boavista FC,
L. Picco,2000,20,Argentina,44,56,61,63,61,0,SUB,21,550000,Arsenal de Sarandi≠,
H. Vandermersch,1000,21,France,28,52,59,67,64,0,SUB,24,550000,Stade Malherbe Caen,
E. Bolai±os,2000,21,Colombia,62,51,61,16,23,0,SUB,26,600000,SD Ponferradina,
L. a†tor,2000,21,Slovenia,60,54,67,25,29,0,SUB,37,600000,SG Dynamo Dresden,
C. Menacho,500,20,Bolivia,48,57,65,35,33,0,ST,11,600000,Club Blooming,
Ii±aki iÅlvarez,4000,23,Spain,0,0,0,14,12,64,RES,31,475000,CA Osasuna,
N. Meister,2000,20,Austria,60,61,66,34,37,0,SUB,7,600000,SKN St. Piolten,
Pedro Amador,2000,21,Portugal,43,59,61,62,64,0,SUB,22,550000,Moreirense FC,
L. Blanco,2000,21,Argentina,40,53,63,64,65,0,SUB,34,550000,Rosario Central,
Alfredo,4000,22,Spain,57,58,64,24,23,0,RES,29,600000,Levante UD,
G. Thomas,2000,23,Wales,61,60,65,38,27,0,SUB,19,575000,Queens Park Rangers,
F. Arce,2000,23,United States,53,59,61,60,55,0,LDM,8,525000,Club Necaxa,
B. Boutobba,1000,21,France,59,55,77,13,12,0,SUB,25,575000,Chamois Niortais Football Club,
J. Ramos,6000,23,Uruguay,35,50,64,61,61,0,SUB,3,500000,Spezia,
M. Egbo,1000,22,England,40,57,64,58,59,0,SUB,39,500000,New York Red Bulls,
J. Valencia,600,23,Colombia,49,59,65,61,60,0,SUB,20,525000,Deportivo Cali,
A. Ferati,900,22,Germany,53,63,71,45,38,0,CAM,10,575000,SV Waldhof Mannheim,
R. Escobar,1000,22,Chile,39,52,50,65,58,0,SUB,18,525000,Audax Italiano,
E. Reitan,1000,22,Norway,45,52,59,60,59,0,RB,21,500000,Rosenborg BK,
S. Perisan,2000,22,Italy,0,0,0,14,16,58,RES,27,450000,Udinese,
Hugo Rama,2000,23,Spain,57,62,66,55,45,0,SUB,10,575000,CD Lugo,
J. Fitzwater,1000,22,England,37,46,52,63,62,0,RCB,5,525000,Livingston FC,
J. Cascini,2000,23,Argentina,54,60,62,59,58,0,SUB,23,550000,FC Botoaüani,
M. Saito,850,21,Japan,55,59,71,57,47,0,RCM,16,575000,Shonan Bellmare,
I. Toure,3000,22,Germany,42,59,66,62,55,0,SUB,27,550000,Vitesse,
S. Sinyan,1000,23,Gambia,43,52,57,62,60,0,SUB,5,525000,Molde FK,
J. Vancamp,2000,21,Belgium,64,62,63,28,26,0,RES,77,575000,Beerschot AC,
D. Heymans,2000,21,Belgium,58,60,64,53,49,0,CAM,18,575000,Waasland-Beveren,
L. James-Wildin,2000,22,Antigua & Barbuda,51,54,61,59,57,0,RB,2,500000,Stevenage,
Jacobo Gonzi°lez,2000,23,Spain,64,64,66,29,32,0,RES,7,575000,CD Tenerife,
Rai≠,2000,22,Brazil,64,52,69,15,21,0,RES,30,575000,Real Zaragoza,
J. Bolado,1000,22,Argentina,0,0,0,10,10,63,SUB,25,450000,Godoy Cruz,
A. Al Najjar,3000,23,Saudi Arabia,55,60,64,42,36,0,RM,15,575000,Abha Club,
Reynaldo,2000,23,Brazil,33,48,58,62,65,0,RES,71,500000,Moreirense FC,
K. Tagawa,2000,21,Japan,61,56,63,39,28,0,SUB,27,575000,FC Tokyo,
S. Hughes,11000,23,England,33,44,45,64,63,0,RES,30,525000,Leicester City,
M. Merghem,1000,22,France,57,62,67,51,45,0,SUB,14,575000,AS Nancy Lorraine,
Vi≠ctor Lopez,4000,23,Spain,55,59,66,54,52,0,RES,33,575000,Deportivo Alaves,
P. Smyth,2000,22,Northern Ireland,61,55,68,31,26,0,SUB,38,575000,Queens Park Rangers,
A. Ghareeb,6000,23,Saudi Arabia,58,54,67,15,10,0,LM,29,575000,Al Ahli,
Lee Dong Jun,2000,23,Korea Republic,61,48,64,44,36,0,RW,11,575000,Busan IPark,
U. Abreliano,2000,22,Argentina,44,56,65,61,61,0,RB,18,500000,Arsenal de Sarandi≠,
A. Carrasquilla,2000,21,Panama,56,62,63,61,57,0,RCM,18,575000,FC Cartagena,
M. Villa,5000,23,Uruguay,29,43,53,65,66,0,RES,29,500000,Villarreal CF,
Fran Vieites,1000,21,Spain,0,0,0,14,14,59,SUB,34,450000,CD Lugo,
T. Hara,2000,21,Japan,61,44,58,21,13,0,SUB,24,575000,FC Tokyo,
B. Gabrii´l,1000,21,Belgium,0,0,0,11,10,57,RES,44,450000,Waasland-Beveren,
W. Balikwisha,3000,21,DR Congo,52,59,70,16,20,0,SUB,11,575000,Standard de Lii®ge,
C. Vanhoutte,2000,21,Belgium,54,57,62,63,61,0,RDM,23,525000,KSV Cercle Brugge,
Y. Fukuda,2000,21,Japan,51,58,66,62,59,0,SUB,14,575000,Gamba Osaka,
D. Ciobotariu,3000,22,Romania,23,46,48,63,60,0,SUB,13,500000,CFR Cluj,
Fran Navarro,6000,22,Spain,66,49,61,37,33,0,RES,29,575000,Valencia CF,
V. Gembalies,550,20,Germany,27,38,46,64,61,0,SUB,26,525000,MSV Duisburg,
I. Gaponov,500,22,Russia,28,38,40,64,71,0,SUB,56,525000,Spartak Moscow,
Paulino,4000,23,Spain,55,62,67,25,30,0,RES,32,575000,Deportivo Alaves,
L. Daneels,2000,22,Belgium,57,58,67,29,26,0,LW,21,575000,RKC Waalwijk,
C. Brym,2000,21,Canada,64,46,61,20,14,0,RES,33,575000,Royal Excel Mouscron,
Breno,1000,20,Portugal,32,47,60,66,63,0,RES,15,525000,Boavista FC,
Joao Pedro,2000,23,Portugal,62,52,61,15,14,0,SUB,61,575000,FC Paißos de Ferreira,
P. Reyna,500,18,Peru,38,53,54,57,55,0,SUB,70,475000,Melgar FBC,
M. Abeijon,500,20,Uruguay,63,44,61,15,12,0,SUB,21,575000,Liverpool Futbol Club,
M. Perez,3000,20,Argentina,35,43,42,67,65,0,SUB,22,525000,Club Atletico Lanus,
L. Appere,2000,21,Scotland,62,58,63,51,48,0,SUB,27,575000,Dundee United,
Fran Gonzi°lez,1000,21,Spain,26,45,45,69,65,0,RES,32,525000,RCD Mallorca,
A. Helac,3000,22,Austria,0,0,0,11,14,64,SUB,21,450000,FK Austria Wien,
J. Elitim,2000,21,Colombia,57,60,67,24,27,0,SUB,30,575000,SD Ponferradina,
Miguel Baeza,3000,20,Spain,53,68,63,37,44,0,RES,27,575000,RC Celta,
S. Elisor,1000,20,France,62,52,59,28,25,0,RES,33,575000,AC Ajaccio,
Ze Carlos,2000,21,Portugal,31,40,64,66,64,0,RES,71,525000,SC Braga,
I. Niskanen,2000,22,Finland,63,60,65,28,28,0,SUB,22,575000,FC Ingolstadt 04,
G. Zelalem,2000,23,United States,50,66,66,48,49,0,SUB,23,525000,New York City FC,
J. Verdugo,2000,23,Chile,55,59,68,60,41,0,SUB,18,525000,CD Huachipato,
J. Coleman,2000,24,England,0,0,0,12,13,62,SUB,1,425000,Fleetwood Town,
G. Mutombo,2000,24,France,26,45,40,67,63,0,SUB,13,500000,ESTAC Troyes,
L. Vasquez,500,24,Colombia,0,0,0,14,11,60,SUB,12,425000,Independiente Medelli≠n,
S. Brodersen,2000,23,Germany,0,0,0,17,16,62,RES,33,425000,FC St. Pauli,
S. Wright,2000,22,Scotland,53,55,68,31,23,0,LW,25,550000,Aberdeen,
Carlos Alves,1000,22,Portugal,0,0,0,21,19,60,SUB,98,425000,Rio Ave FC,
S. Gamarra,500,23,Bolivia,53,62,65,60,65,0,SUB,16,525000,Oriente Petrolero,
O. Shodipo,2000,22,Republic of Ireland,51,58,65,26,28,0,SUB,17,550000,Queens Park Rangers,
V. Muller,4000,21,Austria,49,62,65,61,56,0,SUB,19,550000,LASK Linz,
M. Cotali,500,23,Italy,34,57,60,61,60,0,SUB,3,475000,Chievo Verona,
T. Ominami,2000,22,Japan,26,39,44,65,62,0,SUB,25,500000,Kashiwa Reysol,
I. Chicco,2000,24,Argentina,0,0,0,13,10,63,SUB,17,425000,Club Atletico Colon,
S. McLoughlin,2000,23,Republic of Ireland,56,60,64,56,57,0,RWB,19,475000,AFC Wimbledon,
G. Fechner,2000,22,Germany,41,56,58,62,58,0,SUB,16,500000,KFC Uerdingen 05,
Cho Young Wook,2000,21,Korea Republic,61,58,65,19,12,0,SUB,11,550000,FC Seoul,
N. McGinley,1000,23,England,37,50,53,64,63,0,SUB,5,500000,Motherwell,
R. Thellufsen,3000,23,Denmark,58,55,69,32,31,0,SUB,10,550000,Lyngby BK,
M. Kaasa,1000,22,Norway,51,61,69,56,51,0,LCM,8,525000,Odds BK,
R. ten Hove,2000,22,Netherlands,0,0,0,11,12,64,SUB,30,425000,Feyenoord,
A. Muhamedbegovic,2000,21,Austria,25,45,42,67,65,0,LCB,17,500000,SKN St. Piolten,
R. Meshino,2000,22,Japan,65,60,69,12,11,0,SUB,18,550000,Rio Ave FC,
A. Sobczyk,1000,23,Austria,63,41,62,12,13,0,RS,24,550000,Gornik Zabrze,
Y. Bourhane,1000,21,France,39,57,58,64,59,0,SUB,24,500000,Chamois Niortais Football Club,
J. Tell,2000,23,France,64,56,61,25,24,0,ST,9,550000,Clermont Foot 63,
C. Lang,2000,21,England,63,53,66,29,27,0,SUB,29,550000,Motherwell,
A. Dini,4000,24,Italy,0,0,0,11,13,65,RES,37,425000,Parma,
N. Gallardo,3000,22,Argentina,38,55,65,57,58,0,SUB,6,475000,Defensa y Justicia,
Huang Zichang,4000,23,China PR,54,55,64,37,50,0,SUB,32,550000,Jiangsu Suning FC,
M. Bayo,2000,22,France,65,52,61,19,15,0,SUB,27,550000,Clermont Foot 63,
C. ozkan,3000,20,Germany,42,57,61,64,57,0,RES,31,500000,DSC Arminia Bielefeld,
E. Williamson,2000,23,United States,54,64,66,57,52,0,LDM,30,525000,Portland Timbers,
H. Ishihara,850,21,Japan,55,61,65,62,60,0,RCB,38,550000,Shonan Bellmare,
H. Bwana,2000,23,Kenya,56,57,67,36,25,0,SUB,70,550000,Seattle Sounders FC,
Rodolfo Cardoso,850,22,Portugal,0,0,0,13,11,61,SUB,97,425000,Santa Clara,
J. Mvondo,2000,22,Cameroon,41,61,62,61,73,0,SUB,24,500000,Albacete BP,
Alberto,1000,23,Spain,0,0,0,14,11,66,RES,31,425000,CD Mirandes,
Sergio Gonzalez,4000,23,Spain,28,43,41,68,70,0,RES,23,500000,Ci°diz CF,
D. Hanslik,4000,23,Germany,64,53,61,24,20,0,SUB,9,550000,Holstein Kiel,
Felipe,1000,21,Brazil,36,52,65,61,63,0,RES,97,500000,Portimonense SC,
Luquinhas,1000,19,Brazil,54,61,71,31,32,0,RES,20,525000,Portimonense SC,
K. Watanabe,2000,21,Japan,52,63,68,56,51,0,RES,26,550000,Yokohama F. Marinos,
A. Bedoya,500,24,Ecuador,36,49,53,64,59,0,SUB,25,500000,Barcelona Sporting Club,
Dani Marti≠n,2000,23,Spain,48,52,60,60,61,0,RES,37,475000,UD Las Palmas,
D. Vicente,500,21,Uruguay,54,58,63,44,47,0,RES,33,550000,River Plate Montevideo,
D. Jama,500,21,Ecuador,53,57,67,26,21,0,SUB,16,550000,LDU Quito,
N. Kuveljic,1000,23,Serbia,48,53,56,61,60,0,SUB,21,500000,WisaÇa Krakow,
J. Krasso,6000,22,France,63,59,63,14,17,0,RES,14,550000,AS Saint-iâtienne,
Pedro Simiµes,1000,21,Portugal,54,61,64,59,56,0,RES,54,550000,Farense,
C. Vernam,2000,23,England,58,54,66,29,24,0,SUB,18,525000,Burton Albion,
M. Konradsen,1000,24,Norway,59,62,68,58,55,0,SUB,16,500000,FK Bodi∏/Glimt,
R. Sweeney,3000,23,Republic of Ireland,34,50,52,64,61,0,LCB,5,475000,Mansfield Town,
B. Karamoko,950,25,Ivory Coast,29,39,39,65,62,0,SUB,39,475000,Aalesunds FK,
E. Caicedo,700,25,Colombia,38,34,41,63,59,0,LCB,23,475000,Deportivo Cali,
E. Rami≠rez,3000,23,Argentina,64,60,66,26,24,0,SUB,43,525000,Gimnasia y Esgrima La Plata,
A. Hayden,2000,23,England,30,39,49,63,61,0,RCB,6,475000,Carlisle United,
H. Burgoyne,1000,23,England,0,0,0,19,20,61,SUB,1,400000,Shrewsbury,
Unai Etxebarri≠a,3000,23,Spain,0,0,0,19,19,60,RES,29,400000,Granada CF,
B. Sambou,3000,22,Germany,60,46,62,15,16,0,SUB,45,525000,Fortuna Sittard,
S. Coulibaly,1000,24,France,37,52,51,64,65,0,SUB,4,475000,AS Nancy Lorraine,
M. Seck,7000,24,Senegal,47,57,57,63,65,0,RES,60,450000,Roma,
